bank,review,rating,sentiment_label,sentiment_score
Commercial Bank of Ethiopia,It's bad,1,NEGATIVE,0.999782383441925
Commercial Bank of Ethiopia,not worked,1,POSITIVE,0.9994449019432068
Commercial Bank of Ethiopia,The worst app to ever exist,1,NEGATIVE,0.9996635913848877
Commercial Bank of Ethiopia,At the biggning the app was normal and very handy. Now It's so slow and i can't even load my transactions properly. Not only the app all your customer services are declining so it's better to correct what you have done wrong. Thanks!,1,NEGATIVE,0.996531069278717
Commercial Bank of Ethiopia,Mahamd muussaa uruu wadaay Asabot,5,NEGATIVE,0.9900386333465576
Commercial Bank of Ethiopia,ዋው ነው,5,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,The network,4,POSITIVE,0.9776424169540405
Commercial Bank of Ethiopia,required.trasfer many,2,NEGATIVE,0.6677654981613159
Commercial Bank of Ethiopia,"Easy and fast, timable",5,POSITIVE,0.9862266182899475
Commercial Bank of Ethiopia,Best Appi forever ♾️,5,POSITIVE,0.999816358089447
Commercial Bank of Ethiopia,Thank you batam innamasagginalen,5,POSITIVE,0.9860771894454956
Commercial Bank of Ethiopia,Very interested in,5,POSITIVE,0.9997398257255554
Commercial Bank of Ethiopia,Excellent application appreciated!!!!,5,POSITIVE,0.9998701810836792
Commercial Bank of Ethiopia,I like it and that is exceptional,4,POSITIVE,0.9998689889907837
Commercial Bank of Ethiopia,Very very slow app i have no idea,3,NEGATIVE,0.9995736479759216
Commercial Bank of Ethiopia,Tanks it's very good and useful,5,POSITIVE,0.9992929697036743
Commercial Bank of Ethiopia,"When your app is convenient for us blind people, why are the bank employees advising us that we can't do it? Please do some conscious work and at least help your employees not to be under the machine.",5,NEGATIVE,0.9958310723304749
Commercial Bank of Ethiopia,An able to use it since January. Thanks,1,POSITIVE,0.999234676361084
Commercial Bank of Ethiopia,"The worst Banking app in Ethiopia, I'm transferring money twice what's the fuxk? Even you will not get back the double payment if you tell the bank",1,NEGATIVE,0.9990606904029846
Commercial Bank of Ethiopia,The fact that i have to go to bank and fill out a form everytime i need to login on a new device is crazy,1,NEGATIVE,0.9981356859207153
Commercial Bank of Ethiopia,Late,2,NEGATIVE,0.9938137531280518
Commercial Bank of Ethiopia,Beautiful app,5,POSITIVE,0.9998687505722046
Commercial Bank of Ethiopia,Giod,4,POSITIVE,0.9893913269042969
Commercial Bank of Ethiopia,CBE we always relay on it,5,POSITIVE,0.9740168452262878
Commercial Bank of Ethiopia,It cannot activated online without going branch.,2,POSITIVE,0.9966650605201721
Commercial Bank of Ethiopia,I'm very happy I get this service,5,POSITIVE,0.9998736381530762
Commercial Bank of Ethiopia,Don't work properly!,1,POSITIVE,0.9997771382331848
Commercial Bank of Ethiopia,Cbe is the worest bank in Ethiopia..period!,1,NEGATIVE,0.9657138586044312
Commercial Bank of Ethiopia,"Others services remain good.But Some Futures, like finance is not found in this app.so what might be the reason?",5,POSITIVE,0.9967754483222961
Commercial Bank of Ethiopia,The best mobile app in Ethiopia,5,POSITIVE,0.9997455477714539
Commercial Bank of Ethiopia,It's the simplest way money transaction,5,POSITIVE,0.8309389352798462
Commercial Bank of Ethiopia,Góod and easy app,3,POSITIVE,0.9998247027397156
Commercial Bank of Ethiopia,Thank you for this app,5,POSITIVE,0.9998273849487305
Commercial Bank of Ethiopia,gerat Appp,5,NEGATIVE,0.8128842711448669
Commercial Bank of Ethiopia,Effective services app,1,POSITIVE,0.999610960483551
Commercial Bank of Ethiopia,Unable to update,2,NEGATIVE,0.9994354844093323
Commercial Bank of Ethiopia,አባይኔ፣ኡራግያ,5,NEGATIVE,0.8337253928184509
Commercial Bank of Ethiopia,Good in all,5,POSITIVE,0.9998161196708679
Commercial Bank of Ethiopia,The best 👌,5,POSITIVE,0.9998161196708679
Commercial Bank of Ethiopia,It is very simple app to use&fast,5,POSITIVE,0.9938547015190125
Commercial Bank of Ethiopia,Too slow,1,NEGATIVE,0.9997313618659973
Commercial Bank of Ethiopia,It is the amazing app,5,POSITIVE,0.9998670816421509
Commercial Bank of Ethiopia,መመርመር,5,NEGATIVE,0.6970564723014832
Commercial Bank of Ethiopia,I excuted an order just once but this app has doubled it on it's own on my last order.With that I had to pay extra 100OETB unnecessarily. A bit of annoying 🙄,1,NEGATIVE,0.9991434812545776
Commercial Bank of Ethiopia,"ለCBE developing crue ማስተላለፍ የምፈልገው መልክት app'አችሁ ጥሩ ሆኖ ሳለ ለምንድነው ሁሉንም አገልግሎት በአንድ app merge የማታረጉት. እዚጋ cbe birr ale ሌላ ደሞ አዲሱ CBE merchant app አለ ነዳጅ app አለ እያለ ሌላም 7+ app በCBE ስር አለ... አሁን ሰው cbe birr መጠቀም ቢፈልግ ግዴታ ወደ cbe birr ብር አስገብቶ ወይም ወደ merchant app አስገብቶ ምናምን ነው...ይሄ ሁላ ቀርቶ የናንተ best የሆነ app አላችሁ CBE Mobile banking app..Which is one of the best app in Ethiopia...It's easy, the UI is very nice...ግን ገንዘቡ ከአንዱ ወደ አንዱ ከማስተላለፍ ሁሉንም አገልግሎቶች ወደ አንድ merge ተደረገው ብናይ ወደ mobile banking app ጥሩ ነው::",4,NEGATIVE,0.8371855020523071
Commercial Bank of Ethiopia,ኘነኘ ጀዘጀጨ,3,NEGATIVE,0.7850591540336609
Commercial Bank of Ethiopia,best appp,5,POSITIVE,0.9998493194580078
Commercial Bank of Ethiopia,የሲስተም ችግር በብዛት ይታያል። Its becoming unreliable payment system,3,NEGATIVE,0.9972568154335022
Commercial Bank of Ethiopia,Very good app and user friendly,4,POSITIVE,0.9998279809951782
Commercial Bank of Ethiopia,"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the ""Own telebirr"" option. It id very limiting now a days",4,NEGATIVE,0.9977509379386902
Commercial Bank of Ethiopia,Unfunctional,1,NEGATIVE,0.9994915723800659
Commercial Bank of Ethiopia,Why cant i see my bank statements.or past tramsactions beyond a few.,3,NEGATIVE,0.9960175156593323
Commercial Bank of Ethiopia,Ok im using ? Thise app how can i get online payment?,5,NEGATIVE,0.9257518649101257
Commercial Bank of Ethiopia,It is very easy to use rather than the ussd,5,NEGATIVE,0.9790184497833252
Commercial Bank of Ethiopia,Exceptional app for Ethiopia,5,POSITIVE,0.9990617632865906
Commercial Bank of Ethiopia,It's very nice,5,POSITIVE,0.9998552799224854
Commercial Bank of Ethiopia,Thus app is so easy and very importance to us,5,POSITIVE,0.9954214692115784
Commercial Bank of Ethiopia,Water bill only on Addis ababa,4,NEGATIVE,0.6581597924232483
Commercial Bank of Ethiopia,Thanks very much,5,POSITIVE,0.9998283386230469
Commercial Bank of Ethiopia,"I like the app because it is fast for transaction. But still you have to work on it like user full name, bank statement pdf pin at the end of the app. You have to add that features on it. Thank you.",3,POSITIVE,0.9903115034103394
Commercial Bank of Ethiopia,100% Made My Life Easier,5,POSITIVE,0.9983633160591125
Commercial Bank of Ethiopia,It's the best app fast and clear service good job,4,POSITIVE,0.999755322933197
Commercial Bank of Ethiopia,hulem yemntemamenbet bank 😆😂😂,1,NEGATIVE,0.6590879559516907
Commercial Bank of Ethiopia,Very easy to use and fast,5,POSITIVE,0.9784420132637024
Commercial Bank of Ethiopia,It is nis,5,NEGATIVE,0.9508337378501892
Commercial Bank of Ethiopia,"I've been using this app for quite some time now and recently I've been seeing some unusual bugs, like saying error repository report, not syncing when I transfer to another account but then when I try it again, sent complete but has sent to that account twice... deducted twice...this needs to fixed ASAP...",2,NEGATIVE,0.9982247948646545
Commercial Bank of Ethiopia,One of best bank applcation in ethiopia so far,5,POSITIVE,0.9906054139137268
Commercial Bank of Ethiopia,The best all times,5,POSITIVE,0.9998486042022705
Commercial Bank of Ethiopia,really it's good app🥰🥰🥰,5,POSITIVE,0.9998493194580078
Commercial Bank of Ethiopia,The app never opens in Android,1,POSITIVE,0.9944655299186707
Commercial Bank of Ethiopia,Fantastic system but frontline staff need customer service training.,4,POSITIVE,0.9193028211593628
Commercial Bank of Ethiopia,So fast,5,POSITIVE,0.9989494681358337
Commercial Bank of Ethiopia,"Although it is a great, quick, and simple tool to use for a variety of financial transaction purposes, an upgrade of biometrics and a six-digit pin code option should be introduced for increased security. More importantly, it would be great if it could provide an online cash receipt voucher for printout.",4,POSITIVE,0.9954244494438171
Commercial Bank of Ethiopia,Very good .,5,POSITIVE,0.9998161196708679
Commercial Bank of Ethiopia,I am proud 👏,5,POSITIVE,0.999871015548706
Commercial Bank of Ethiopia,ዋው ምርጥ አፕ ነው❤️❤️❤️,5,NEGATIVE,0.6970564723014832
Commercial Bank of Ethiopia,The application for transaction any where and time important however on process transaction intruption after some minut deducted the amount so happened double payment . So please improved ! To transact reliable show correctly on time of transaction.,2,NEUTRAL,0.5
Commercial Bank of Ethiopia,ጊዜና ኑሮን የሚያቀል ሁሉንም በስልኬ ላይ ወድጄዋለው ።,5,NEGATIVE,0.9046952128410339
Commercial Bank of Ethiopia,Worst app ever🤮🤮,1,NEGATIVE,0.9997212290763855
Commercial Bank of Ethiopia,I like it CBE app but the login pass code is doesn't give u comfort cause it's weak n it's only 4 digits,4,NEGATIVE,0.9976758360862732
Commercial Bank of Ethiopia,The UI is stone aged,1,NEGATIVE,0.9991471767425537
Commercial Bank of Ethiopia,stacked,1,NEUTRAL,0.5
Commercial Bank of Ethiopia,"I feel good, it is time and energy saving and also the first platform to digitalization of the financial issue. I want to remanid the developers to make more accessible and add more feature to it!",5,NEUTRAL,0.5
Commercial Bank of Ethiopia,It was so amazing,5,POSITIVE,0.999875545501709
Commercial Bank of Ethiopia,Fingerprint lock not working,1,NEGATIVE,0.7624437808990479
Commercial Bank of Ethiopia,Desirable to transfer money properly,5,POSITIVE,0.9990713596343994
Commercial Bank of Ethiopia,Add biometric,5,POSITIVE,0.996764063835144
Commercial Bank of Ethiopia,It's relief,5,POSITIVE,0.9997773766517639
Commercial Bank of Ethiopia,"It is a very basic app. Banks nowadays offer many services through their app. I suggest you add the abilty to get statements, the ability to freeze the card if stolen or when traveling. The abilty to use the card while traveling. I have noticed that if Ieave Ethiopia it is not possible to pay my bills back home. So in general the app is very helpful and eased the burden of carrying money arroubd in Ethiopia, please improve it further.",4,NEGATIVE,0.9534898400306702
Commercial Bank of Ethiopia,Arif now silke,5,NEUTRAL,0.5
Commercial Bank of Ethiopia,"I have one complain, why it require verification code every time when i change my phone or reinstalled the app, as you know that code i can get it only from the branch. I know that it demanded for security reason but this method could be changed by otp sms text then i enter my own PIN and log in. couldn't you send us otp (One time password)? For instance like Dashen Bank. i waste my time and money to get verification code. You seriously think about it.",1,NEGATIVE,0.9971224665641785
Commercial Bank of Ethiopia,Solomon ayele jima,1,POSITIVE,0.9605255722999573
Commercial Bank of Ethiopia,This app is helpful and interesting but if you add printing Receipts it become more interesting thank you in advance.,5,POSITIVE,0.9990137815475464
Commercial Bank of Ethiopia,Very use full,5,POSITIVE,0.9849587678909302
Commercial Bank of Ethiopia,Just BAD. please improve it.,1,NEGATIVE,0.9329463839530945
Commercial Bank of Ethiopia,Good Good service,5,POSITIVE,0.9998515844345093
Commercial Bank of Ethiopia,It is bad and the app made my phone to behave bad,1,NEGATIVE,0.9997736811637878
Commercial Bank of Ethiopia,"Please include a mechanism to sort out a statement for a transaction with a single person or enterprise, on ur cbe birr or mobile banking",3,NEGATIVE,0.9853109121322632
Commercial Bank of Ethiopia,I couldn't install the app it stuck you gotta fix it,1,NEGATIVE,0.9949230551719666
Commercial Bank of Ethiopia,"Relatively good app, but we need electronic receipt or advice in PDF format to be printed for every transaction or payment we made (AWSA, EEU,IMMIGRATION FOR PASSPORT, ...) think about it.",5,POSITIVE,0.9391263127326965
Commercial Bank of Ethiopia,"Am happy to use this app, because it's very nice to use .",1,POSITIVE,0.999148964881897
Commercial Bank of Ethiopia,No Hawassa water bill payment,5,NEGATIVE,0.8893668055534363
Commercial Bank of Ethiopia,በጣም አሪፍ አፕሊኬሽን ነው መስተካከል ያለበት ነገር ገንዘብ ለማስተላለፍ ተጨማሪ ማረጋገጫ እስቴፕ ቢኖረው ፤ ምክንያቱም በኔትወርክ ምክንያት አልተላከም ብሎ እንደገና ስትሞክር በኃላ ግን ሁለት ጊዜ መላኩን ይነግርሃል !!! ከዚያ የፈሠሠ ውሃ አይታፈስም ይላል ያገሬ ሠው ።,4,NEGATIVE,0.9614641070365906
Commercial Bank of Ethiopia,Worriest,1,NEGATIVE,0.9941589832305908
Commercial Bank of Ethiopia,shewalem,5,NEUTRAL,0.5
Commercial Bank of Ethiopia,"Best of all banks, easy to use app",5,POSITIVE,0.9988113641738892
Commercial Bank of Ethiopia,The worst app I have ever seen I hate it.,1,NEGATIVE,0.9996964931488037
Commercial Bank of Ethiopia,"You guys really need to improve the app. I know there are lots of users, more than any other bank. But still look at telebirr. There is an issue of receiving text when money is deposited. Buying airline ticket is a Hussle. The app in its current state doesn't represent the giant CBE!!",1,NEGATIVE,0.9972596168518066
Commercial Bank of Ethiopia,It just disturbs if you left it open. Bad user experience,2,NEGATIVE,0.9997536540031433
Commercial Bank of Ethiopia,Short and precise app.,5,NEUTRAL,0.5
Commercial Bank of Ethiopia,It is a great app what i always prefer.but there are some shortcomings like all account wide statements are not seen and the receipt should contain the banks legal stamp after we completw the transactions. Continue.....!,4,NEGATIVE,0.9917580485343933
Commercial Bank of Ethiopia,Very excellent,5,POSITIVE,0.9998434782028198
Commercial Bank of Ethiopia,One of a kind app! Just wow!!,5,POSITIVE,0.9997503161430359
Commercial Bank of Ethiopia,It does its job well,5,POSITIVE,0.9979007244110107
Commercial Bank of Ethiopia,BalanceDear Customer your Account 1********8778 has been debited with ETB 6000. Your Current Balance is ETB 14800000.1. Thank you for Banking with CBE!,5,POSITIVE,0.9684513211250305
Commercial Bank of Ethiopia,It is azgizm app,5,NEGATIVE,0.7919936776161194
Commercial Bank of Ethiopia,Was ok,5,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,Excellent application,5,POSITIVE,0.9998571872711182
Commercial Bank of Ethiopia,The app was like very wonderful and easy to use but currently some problem is faced me which is after login does not show me account balance and account number.how can i solve this problem??,5,NEGATIVE,0.7504444718360901
Commercial Bank of Ethiopia,"It's not consistent. Now you can use , tomorrow you can't. Until then you don't know when's goin to be fixed 😕",3,POSITIVE,0.9411954879760742
Commercial Bank of Ethiopia,It simply expires with in short period of time. And also it optionally sends multiple times.,3,NEGATIVE,0.9783471822738647
Commercial Bank of Ethiopia,When ever I wanted to transfer an amount or use some other service it keeps saying non available I tried to update it still the same,1,NEGATIVE,0.9984488487243652
Commercial Bank of Ethiopia,It's easy for the customer,4,POSITIVE,0.9959898591041565
Commercial Bank of Ethiopia,"The app stop to show me the balance, but it synchronized while refreshing in contrary all of the services are not available . No online care available , amazing millions of customer waiting physical contact for routine solution .",1,NEGATIVE,0.9634585380554199
Commercial Bank of Ethiopia,"0 star if possible, this bank is one of the most dumbest and most crowded banks I have ever seen. Plus, it is taking more than a month just to confirm the validity of the National ID I provided to open my account, so my account is still frozen for more than a month prior to it's creation and I can't use it. Never ever think about creating account using this bank. Anything that belongs to Ethiopian Government is in its poorest quality. Use modern banks like Awash bank or Abyssinia bank instead.",1,NEGATIVE,0.9981566071510315
Commercial Bank of Ethiopia,Pleas update this app is not working,2,POSITIVE,0.9436216950416565
Commercial Bank of Ethiopia,fantastic,4,POSITIVE,0.9998743534088135
Commercial Bank of Ethiopia,Difficult to transfer,2,NEGATIVE,0.9962332844734192
Commercial Bank of Ethiopia,"Except for the transaction sometimes not reaching destination,it is a good app",4,POSITIVE,0.9988797307014465
Commercial Bank of Ethiopia,Great!! a simple yet amazingly performant app!,5,POSITIVE,0.9997921586036682
Commercial Bank of Ethiopia,No service,1,POSITIVE,0.9980705380439758
Commercial Bank of Ethiopia,Jest good 👍,5,POSITIVE,0.9998631477355957
Commercial Bank of Ethiopia,It is Very easy to use.,5,POSITIVE,0.9884273409843445
Commercial Bank of Ethiopia,its great,5,POSITIVE,0.9998630285263062
Commercial Bank of Ethiopia,በዚህ መተግበሪያ መጠቀም ከጀመርኩ ቆይቻለሁ። አጠቃቀሙ ቀላልና ቀልጣፋ ነው።,5,NEGATIVE,0.944585382938385
Commercial Bank of Ethiopia,"No update available doesn't,'t show balance, no transfer available useless and a waste of time",1,NEGATIVE,0.9947722554206848
Commercial Bank of Ethiopia,Great Mobile Banking Apps from great bank💞💞💞💞💞💞💞💞,5,POSITIVE,0.9992691874504089
Commercial Bank of Ethiopia,It does not show recent transactions changes quickly,1,POSITIVE,0.9865737557411194
Commercial Bank of Ethiopia,It is not working. The previous was better.,1,POSITIVE,0.9993005990982056
Commercial Bank of Ethiopia,Evil system,1,NEGATIVE,0.9997572302818298
Commercial Bank of Ethiopia,Makes everything easy,5,POSITIVE,0.9989822506904602
Commercial Bank of Ethiopia,It's really but the pin code is short please update to lon pin or password & fingerprint Please update to new version and put the long password,5,NEGATIVE,0.9952074885368347
Commercial Bank of Ethiopia,At List we need to cheack our transction back to one year,5,NEGATIVE,0.98902428150177
Commercial Bank of Ethiopia,this app is user friendly much easier and more interactive...I just like it.,5,POSITIVE,0.9945257902145386
Commercial Bank of Ethiopia,I hope this bank have excellent Mobile app but please do on service...,4,POSITIVE,0.9996293783187866
Commercial Bank of Ethiopia,በጣም የምወደው ባንክ,5,NEGATIVE,0.8337253928184509
Commercial Bank of Ethiopia,Very satisfying and reliable Mobile banking app,5,POSITIVE,0.9998457431793213
Commercial Bank of Ethiopia,It makes my payment issue easy,5,POSITIVE,0.9222348928451538
Commercial Bank of Ethiopia,i am a fan,5,POSITIVE,0.9994693398475647
Commercial Bank of Ethiopia,20years.,5,POSITIVE,0.9661762714385986
Commercial Bank of Ethiopia,Wonderful App. Thank you👏,5,POSITIVE,0.9998785257339478
Commercial Bank of Ethiopia,"The app is so nice, but credit & debit must be in service requirements.",4,NEGATIVE,0.9565343260765076
Commercial Bank of Ethiopia,Excellent apps and very friendly,5,POSITIVE,0.9998302459716797
Commercial Bank of Ethiopia,"I like the application very much because it is user friendly and makes transactions easiest, especially for business matters. But, these few days I faced difficulties of opening it. I tried to uninstall and re install the app, and re verified at the nearest cbe center. But still failed to use all the functions. It says 'none available'. Any suggestions please!",3,NEGATIVE,0.9981421232223511
Commercial Bank of Ethiopia,Best app for CBE in Ethiopia.,5,POSITIVE,0.9958882927894592
Commercial Bank of Ethiopia,It is best and fast,5,POSITIVE,0.9998499155044556
Commercial Bank of Ethiopia,Very nice app.,5,POSITIVE,0.9998061060905457
Commercial Bank of Ethiopia,ቆንጆ ነው።,1,NEGATIVE,0.8337253928184509
Commercial Bank of Ethiopia,It is preferred app,5,POSITIVE,0.9963008165359497
Commercial Bank of Ethiopia,It is easy and user friendly. To Use more MB add getting receipt and biometric authentication is mandatory like Telebirr.,5,NEGATIVE,0.9858993887901306
Commercial Bank of Ethiopia,"Eventhough,this's the biggest bank in Ethiopia there is a deep problem on it's application. NO NETWORK everytime 😔",2,NEGATIVE,0.9896020293235779
Commercial Bank of Ethiopia,"this app has bugs all over it!! you cant see your balance,transfer money inaddition shows error msg ""none available"". fix this!!",2,NEGATIVE,0.9992955923080444
Commercial Bank of Ethiopia,"The app is not working, it repeatedly show notify ""can't sync""",1,NEGATIVE,0.997857391834259
Commercial Bank of Ethiopia,"The app is always buggy, you've to fix: 1. Transfer history. 2. The double(duplicate) transfer issue which everyone faces, were it gives our error and I've to transfer for a second time thinking it didn't work and both transferred transfers go through.",3,NEGATIVE,0.9965008497238159
Commercial Bank of Ethiopia,Poor app,2,NEGATIVE,0.9997596144676208
Commercial Bank of Ethiopia,"This app is not working now. I installed it, but it is not opening.",5,POSITIVE,0.9960390329360962
Commercial Bank of Ethiopia,Such a fantastic app,5,POSITIVE,0.9998588562011719
Commercial Bank of Ethiopia,Open my mobile banking us,5,POSITIVE,0.9937334656715393
Commercial Bank of Ethiopia,Why is the Beneficiary menu removed in this update? I'm using S9+ and running android 10...,3,NEGATIVE,0.9985041618347168
Commercial Bank of Ethiopia,I like your Apps CBE but sometimes I face a problem like transaction mistake.,3,NEGATIVE,0.998640239238739
Commercial Bank of Ethiopia,"Why doesn't it show your previous bank balances alongside the transactions! It should show previous balances too! Only shows recent transaction, it must show old transactions as well! It would be great if you could print your bank statement from the app",1,NEGATIVE,0.65374755859375
Commercial Bank of Ethiopia,Easy to use and convenient,5,POSITIVE,0.9679574966430664
Commercial Bank of Ethiopia,"I have been using this app. for long period of time but after my phone's motherboard was damaged and replaced it with a new one. it says ""your device is rooted"" whenever I have installed the app. again want to use it again as before. what shall I do?",4,NEGATIVE,0.9974814057350159
Commercial Bank of Ethiopia,"It is a great app so far specially the speed is good. But it is important to know who send you money, so you should also show the sender's name if the receiver is in the sender's beneficiary list, because it shows the nick name of the receiver not the sender's name. Thank you.",5,POSITIVE,0.9962085485458374
Commercial Bank of Ethiopia,⭐⭐⭐⭐⭐,5,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,Seems very Good,3,POSITIVE,0.9998161196708679
Commercial Bank of Ethiopia,Appkan waan ku haystaa si fiican buu noo caawiyaa badanaa,5,NEGATIVE,0.9965770840644836
Commercial Bank of Ethiopia,Good improvement👍 number one app with in the bank industry.,5,POSITIVE,0.9956217408180237
Commercial Bank of Ethiopia,"Very excellent application Portable,easy and fast",5,POSITIVE,0.9997001886367798
Commercial Bank of Ethiopia,best safe app,5,POSITIVE,0.9995644688606262
Commercial Bank of Ethiopia,Kamaal Adam,5,NEGATIVE,0.9209702610969543
Commercial Bank of Ethiopia,How can I use this app?,5,POSITIVE,0.8862912058830261
Commercial Bank of Ethiopia,It's good I like this app semtime sistem problem,4,POSITIVE,0.9610149264335632
Commercial Bank of Ethiopia,Very poor app from a huge bank.,2,NEGATIVE,0.9997666478157043
Commercial Bank of Ethiopia,Good mobile banking app,4,POSITIVE,0.9997872710227966
Commercial Bank of Ethiopia,The latest update makes the system crash.,1,NEGATIVE,0.9997771382331848
Commercial Bank of Ethiopia,It is very nice app. I recommend all to use it.,5,POSITIVE,0.9996535778045654
Commercial Bank of Ethiopia,I believe this app is fantastic,3,POSITIVE,0.9997836947441101
Commercial Bank of Ethiopia,Problem solving,5,NEUTRAL,0.5
Commercial Bank of Ethiopia,GRAET APP,5,NEGATIVE,0.9808639287948608
Commercial Bank of Ethiopia,one of two,5,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,Thank you app google manager its very useful!!! Thank you!!,2,POSITIVE,0.9991657733917236
Commercial Bank of Ethiopia,It's good but a bit late and stack a lot,5,POSITIVE,0.9989030361175537
Commercial Bank of Ethiopia,Grt ap,5,NEGATIVE,0.9099405407905579
Commercial Bank of Ethiopia,"For yesterday onward the app is not working for me, it only say None available?! I don't know the meaning of that????",1,NEUTRAL,0.5
Commercial Bank of Ethiopia,I really Like it,5,POSITIVE,0.9910564422607422
Commercial Bank of Ethiopia,Abubeker negn,2,POSITIVE,0.8487191796302795
Commercial Bank of Ethiopia,Very exceptional.. 👍👍👍,5,POSITIVE,0.9998514652252197
Commercial Bank of Ethiopia,"Good but needs improvement. It should retain my settings. For example, I turned off the cbe- Noor option, but everytime I open the app, it defaults back to the previous setting.",4,NEGATIVE,0.9838218092918396
Commercial Bank of Ethiopia,Very poor application,5,NEGATIVE,0.9997907280921936
Commercial Bank of Ethiopia,COMERCIAL banks good,5,POSITIVE,0.9997851252555847
Commercial Bank of Ethiopia,"This app, Provides speedless service. We must compete in a competitive world. It improves your service.",1,NEUTRAL,0.5
Commercial Bank of Ethiopia,it is app so perfect,1,POSITIVE,0.9997960925102234
Commercial Bank of Ethiopia,Just awesome 👍,5,POSITIVE,0.9998682737350464
Commercial Bank of Ethiopia,Its very good app,5,POSITIVE,0.9998493194580078
Commercial Bank of Ethiopia,"For me, It helped me a lot!",5,POSITIVE,0.9914928078651428
Commercial Bank of Ethiopia,"It is a user friendly and helpful app. It has greatly helped my day to day activities. However, it requires improvement on the weekly transaction limitations and it sometimes crashes.",4,POSITIVE,0.8682701587677002
Commercial Bank of Ethiopia,After updating the app the transaction only lasted for only a week and it's not very useful when reviewing your oldest debits.,1,NEGATIVE,0.9621841311454773
Commercial Bank of Ethiopia,The latest update is full of bug until that it was great.,2,NEGATIVE,0.9985255599021912
Commercial Bank of Ethiopia,"It was good to work but It doesn't open for me, although i went twice the bank they have not found any solution.",2,POSITIVE,0.9986843466758728
Commercial Bank of Ethiopia,Application is very important for us thanks,5,POSITIVE,0.9997772574424744
Commercial Bank of Ethiopia,"It is better, but active the transifer of money to own CBE account.",5,POSITIVE,0.9970023036003113
Commercial Bank of Ethiopia,It's okey,5,POSITIVE,0.9961528182029724
Commercial Bank of Ethiopia,Well-done everyone who participate in the creation of this lovely financial app since it gives most important service for daily activity,5,POSITIVE,0.9994008541107178
Commercial Bank of Ethiopia,So helpful!,3,POSITIVE,0.9997673630714417
Commercial Bank of Ethiopia,Its marvelous app,5,POSITIVE,0.99986732006073
Commercial Bank of Ethiopia,Bad experience,1,NEGATIVE,0.9997826218605042
Commercial Bank of Ethiopia,Doesn't link with nedaj app,1,POSITIVE,0.71750408411026
Commercial Bank of Ethiopia,super application and fast transfer easy your money really I appreciated and injured for is services,5,NEGATIVE,0.9559961557388306
Commercial Bank of Ethiopia,Very useful supportive app in our day to day a activities or business,1,POSITIVE,0.9977936744689941
Commercial Bank of Ethiopia,Network dependent,3,NEUTRAL,0.5
Commercial Bank of Ethiopia,Goodapp,4,POSITIVE,0.9998255372047424
Commercial Bank of Ethiopia,I've experienced the best and simple mobile banking I ever had. The latest version is good 👍,5,POSITIVE,0.9993616938591003
Commercial Bank of Ethiopia,አፑ በጣም ምርጥ ነው*** ስጠቀምበት ነበር ከፋሲካ በዓል ቀደም ብሎ ከነበሩት ቀናት ጀምሮ ግን ልጠቀምበት አልቻልኩም። ከእናንተ ነው ወይስ ከባንኩ ሲስተም ፈጣን እርማት ይደረግ።,3,NEGATIVE,0.9608768820762634
Commercial Bank of Ethiopia,It is easier to send money to friends and families,5,POSITIVE,0.9945130348205566
Commercial Bank of Ethiopia,I love it tank's,5,POSITIVE,0.9984049201011658
Commercial Bank of Ethiopia,This app is best and safe secure,4,POSITIVE,0.9995974898338318
Commercial Bank of Ethiopia,This app is good for daily transction systems,3,POSITIVE,0.9994681477546692
Commercial Bank of Ethiopia,It have some bugs get stuck time to time but very easy to use I like it,3,NEGATIVE,0.9958410859107971
Commercial Bank of Ethiopia,After few month stop working. If you don't know why update? Keep it as usual old version.,1,NEGATIVE,0.9980319142341614
Commercial Bank of Ethiopia,This app is very useful because it is easy to use for everything.,5,POSITIVE,0.9901632070541382
Commercial Bank of Ethiopia,Make updated,1,POSITIVE,0.9908272624015808
Commercial Bank of Ethiopia,The last update was good for sharing and downloading but it worsens for the history option. You have to fix it for at least 1-month history view.,4,NEGATIVE,0.9952374696731567
Commercial Bank of Ethiopia,Wowww,5,POSITIVE,0.9972698092460632
Commercial Bank of Ethiopia,Good app thanks,5,POSITIVE,0.9998581409454346
Commercial Bank of Ethiopia,It's good but recently it's not showing My Recent Transactions so do something about it,3,POSITIVE,0.9993614554405212
Commercial Bank of Ethiopia,"The app is not working, it doesn't show your balance, or you can not make any payments",2,NEGATIVE,0.7500324249267578
Commercial Bank of Ethiopia,It's good and easy but it has no security features like finger print or pin code for payment and log in. Not safe app,2,POSITIVE,0.9877088069915771
Commercial Bank of Ethiopia,An easy and very fast transactions compared to dailing *889#. I like this app.,4,NEGATIVE,0.8830883502960205
Commercial Bank of Ethiopia,Yasinzakir,5,POSITIVE,0.704360842704773
Commercial Bank of Ethiopia,it is best of best application !!,5,POSITIVE,0.9998583793640137
